method,runs,IAE_mean,IAE_std,after_change_IAE_mean,after_change_IAE_std,mean_pwm_mean,mean_pwm_std,max_pwm_mean,max_pwm_std,schedule_chunk_accepted_count_mean,schedule_chunk_accepted_count_std,schedule_gain_applied_count_mean,schedule_gain_applied_count_std,schedule_fallback_count_mean,schedule_fallback_count_std,latency_generator_duration_sec_p90_mean,latency_generator_duration_sec_p90_std,latency_source_to_accept_sec_p90_mean,latency_source_to_accept_sec_p90_std,latency_source_to_apply_sec_p90_mean,latency_source_to_apply_sec_p90_std
Light32_DDIM20_after_isaac_off,5,58.55736000000002,1.9391103754041457,26.41712000000002,1.8706616909532334,84.00067501498033,0.320093269150089,104.57649562501274,1.6593979480750143,16.0,0.7071067811865476,160.0,1.7320508075688772,40.0,1.7320508075688772,0.6670276165008545,0.029839844730187033,0.7769176483154296,0.09424818382442023,1.719964680671692,0.047916601404349196
